# This file contains the data of final feasible population (if found)
# of objectives = 3, # of constraints = 0, # of real_var = 0, # of bits of bin_var = 215, constr_violation, rank, crowding_distance
7.000000e+00	9.000000e+00	3.400000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	0.000000e+00	1	1.666667e-02
1.000000e+01	8.000000e+00	3.300000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0.000000e+00	1	1.666667e-02
3.000000e+00	2.000000e+01	2.900000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0.000000e+00	1	1.515152e-02
9.000000e+00	1.100000e+01	3.000000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0.000000e+00	1	1.666667e-02
1.300000e+01	6.000000e+00	3.100000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0.000000e+00	1	1.666667e-02
1.800000e+01	6.000000e+00	2.700000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0.000000e+00	1	1.515152e-02
1.300000e+01	7.000000e+00	3.000000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0.000000e+00	1	1.515152e-02
6.000000e+00	8.000000e+00	3.800000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0.000000e+00	1	1.666667e-02
2.000000e+00	1.300000e+01	3.800000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	0.000000e+00	1	1.515152e-02
1.600000e+01	3.000000e+00	3.200000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	0.000000e+00	1	0.000000e+00
1.400000e+01	8.000000e+00	2.900000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0.000000e+00	1	3.181818e-02
1.100000e+01	1.400000e+01	2.700000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0.000000e+00	1	3.181818e-02
1.900000e+01	5.000000e+00	2.700000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0.000000e+00	1	3.181818e-02
9.000000e+00	1.300000e+01	2.800000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0.000000e+00	1	0.000000e+00
1.200000e+01	1.300000e+01	2.700000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0.000000e+00	1	0.000000e+00
3.000000e+00	1.300000e+01	3.700000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0.000000e+00	1	0.000000e+00
1.200000e+01	9.000000e+00	2.900000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0.000000e+00	1	0.000000e+00
6.000000e+00	1.200000e+01	3.200000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0.000000e+00	1	1.515152e-02
9.000000e+00	1.100000e+01	3.000000e+01	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0.000000e+00	1	1.515152e-02
